Song Title,Artist,Lyrics,Emotion Label
GIFT,Mr.Children,2 ContributorsGIFT Lyrics[Mr.Children「GIFT」歌詞]  一番きれいな色ってなんだろう？ 一番ひかってるものってなんだろう？ 僕は探していた　最高のGIFTを 君が喜んだ姿をイメージしながら  『本当の自分』を見つけたいって言うけど 『生まれた意味』を知りたいって言うけど 僕の両手がそれを渡す時 ふと謎が解けるといいな　受け取ってくれるかな  長い間　君に渡したくて 強く握り締めていたから もうグジャグジャになって　色は変わり果て お世辞にもきれいとは言えないけど  「白か黒で答えろ」という 難題を突きつけられ ぶち当たった壁の前で 僕らはまた迷っている　迷ってるけど 白と黒のその間に 無限の色が広がってる 君に似合う色探して　やさしい名前をつけたなら ほら　一番きれいな色 今　君に贈るよ You might also like地平線の先に辿り着いても 新しい地平線が広がるだけ 「もうやめにしようか？」　自分の胸に聞くと 「まだ歩き続けたい」と返事が聞こえたよ  知らぬ間に増えていった荷物も まだなんとか背負っていけるから 君の分まで持つよ　だからそばにいてよ それだけで心は軽くなる  果てしない旅路の果てに 『選ばれる者』とは誰？ たとえ僕じゃなくたって それでもまた走っていく　走っていくよ 降り注ぐ日差しがあって だからこそ日陰もあって そのすべてが意味を持って 互いを讃えているのなら もうどんな場所にいても 光を感じれるよ  今　君に贈るよ　気に入るかなぁ？　受け取ってよ 君とだから探せたよ　僕の方こそありがとう  一番きれいな色ってなんだろう？ 一番ひかってるものってなんだろう？ 僕は抱きしめるEmbed,Anticipation
Tomorrow never knows,Mr.Children,3 ContributorsTranslationsRomanizationTomorrow never knows Lyrics[Mr.Children「Tomorrow never knows」歌詞]  とどまる事を知らない時間の中で いくつもの移りゆく街並を眺めていた 幼な過ぎて消えた帰らぬ夢の面影を すれ違う少年に重ねたりして  無邪気に人を裏切れる程 何もかもを欲しがっていた 分かり合えた友の愛した女でさえも  償う事さえ出来ずに今日も傷みを抱き 夢中で駆け抜けるけれども　まだ明日は見えず 勝利も敗北もないまま孤独なレースは続いてく  人は悲しいぐらい忘れてゆく生きもの 愛される喜びも　寂しい過去も  今より前に進む為には 争いを避けて通れない そんな風にして世界は今日も回り続けている  果てしない闇の向こうに　oh oh　手を伸ばそう 誰かの為に　生きてみても　oh oh Tomorrow never knows 心のまま僕はゆくのさ　誰も知る事のない明日へ You might also like優しさだけじゃ生きられない 別れを選んだ人もいる 再び僕らは出会うだろう この長い旅路のどこかで  果てしない闇の向こうに　oh oh　手を伸ばそう 癒える事ない傷みなら　いっそ引き連れて 少しぐらい　はみだしたっていいさ　oh oh　夢を描こう 誰かの為に生きてみたって　oh oh Tomorrow never knows 心のまま僕はゆくのさ　誰も知る事のない明日へEmbed,Sadness
Sign,Mr.Children,2 ContributorsTranslationsRomanizationSign Lyrics[Mr.Children「Sign」歌詞]  届いてくれるといいな 君の分かんないところで　僕も今奏でてるよ 育たないで萎れてた新芽みたいな音符(おもい)を 二つ重ねて鳴らすハーモニー  「ありがとう」と「ごめんね」を繰り返して僕ら 人恋しさを積み木みたいに乗せてゆく  ありふれた時間が愛しく思えたら それは“愛の仕業”と　小さく笑った 君が見せる仕草　僕に向けられてるサイン もう　何ひとつ見落とさない そんなことを考えている  たまに無頓着な言葉で汚し合って 互いの未熟さに嫌気がさす でもいつかは裸になり甘い体温に触れて 優しさを見せつけ合う  似てるけどどこか違う　だけど同じ匂い 身体でも心でもなく愛している  僅かだって明かりが心に灯るなら 大切にしなきゃ　と僕らは誓った めぐり逢った　すべてのものから送られるサイン もう　何ひとつ見逃さない そうやって暮らしてゆこう You might also like緑道の木漏れ日が君に当たって揺れる 時間の美しさと残酷さを知る  残された時間が僕らにはあるから 大切にしなきゃと　小さく笑った 君が見せる仕草　僕を強くさせるサイン もう　何ひとつ見落とさない そうやって暮らしてゆこう そんなことを考えているEmbed,Anticipation
HERO,Mr.Children,1 ContributorHERO Lyrics[Mr.Children「HERO」歌詞]  例えば誰か一人の命と 引き換えに世界を救えるとして 僕は誰かが名乗り出るのを待っているだけの男だ  愛すべきたくさんの人たちが 僕を臆病者に変えてしまったんだ  小さい頃に身振り手振りを 真似てみせた 憧れになろうだなんて 大それた気持ちはない でもヒーローになりたい ただ一人　君にとっての つまずいたり　転んだりするようなら そっと手を差し伸べるよ  駄目な映画を盛り上げるために 簡単に命が捨てられていく 違う　僕らが見ていたいのは 希望に満ちた光だ  僕の手を握る少し小さな手 すっと胸の淀みを溶かしていくんだ You might also like人生をフルコースで深く味わうための 幾つものスパイスが誰もに用意されていて 時には苦かったり 渋く思うこともあるだろう そして最後のデザートを笑って食べる 君の側に僕は居たい  残酷に過ぎる時間の中で きっと十分に僕も大人になったんだ 悲しくはない　切なさもない ただこうして繰り返されてきたことが そうこうして繰り返していくことが 嬉しい　愛しい  ずっとヒーローでありたい ただ一人　君にとっての ちっとも謎めいてないし 今更もう秘密はない でもヒーローになりたい ただ一人　君にとっての つまずいたり　転んだりするようなら そっと手を差し伸べるよEmbed,Anticipation
Documentary Film,Mr.Children,2 ContributorsDocumentary Film LyricsMr.Children 「Documentary Film」の歌詞  今日は何も無かった 特別なことは何も いつもと同じ道を通って 同じドアを開けて  昨日は少し笑った その後で寂しくなった 君の笑顔にあと幾つ逢えるだろう そんなこと ふと思って  誰の目にも触れないドキュメンタリーフィルムを 今日も独り回し続ける そこにある光のまま きっと隠しきれない僕の心を映すだろう 君が笑うと 泣きそうな僕を  希望や夢を歌った BGMなんてなくても 幸せが微かに聞こえてくるから そっと耳をすましてみる  ある時は悲しみが 多くのものを奪い去っても 次のシーンを笑って迎えるための 演出だって思えばいい You might also like枯れた花びらがテーブルを汚して あらゆるものに「終わり」があることを リアルに切り取ってしまうけれど そこに紛れもない命が宿ってるから 君と見ていた 愛おしい命が  誰の目にも触れないドキュメンタリーフィルムを 今日も独り回し続ける 君の笑顔を繋ぎながら きっと隠しきれない僕の心を映すだろう 君が笑うと 愛おしくて 泣きそうな僕をEmbed,Anticipation
Over,Mr.Children,"1 ContributorTranslationsRomanizationOver Lyrics[Mr.Children「Over」歌詞]  何も語らない君の瞳の奥に愛を探しても 言葉が足りない そうぼやいてた君をふっと思い出す  今となれば 顔のわりに小さな胸や 少し鼻にかかるその声も 数え上げりゃ きりがないんだよ 愛してたのに 心変わりを責めても空しくて  ""風邪が伝染（うつ）るといけないから キスはしないでおこう""って言ってた 考えてみると あの頃から君の態度は違ってた  いざとなれば 毎晩君が眠りにつく頃 あいも変わらず電話かけてやる なんて まるでその気はないけど わからなくなるよ 男らしさって一体 どんなことだろう？  夕焼けに舞う雲 あんな風になれたならいいな いつも考え過ぎて失敗してきたから You might also like今となれば 嘘のつけない大きな声や 家事に向かない荒れた手のひらも 君を形成（つく）る全ての要素を 愛してたのに 心変わりを責めても君は戻らない いつか街で偶然出会っても 今以上に綺麗になってないで たぶん僕は忘れてしまうだろう その温もりを 愛しき人よ さよなら  何も語らない君の瞳も いつか思い出となる 言葉にならない悲しみのトンネルを さぁくぐり抜けようEmbed",Sadness
CROSS ROAD,Mr.Children,1 ContributorTranslationsRomanizationCROSS ROAD Lyrics[Mr.Children「CROSS ROAD」歌詞]  Lookin' for love 今建ち並ぶ街の中で口ずさむ 『ticket to ride』 あきれるくらい君へのメロディー  遠い記憶の中にだけ 君の姿探しても もう戻らない でも忘れない 愛しい微笑み  真冬のひまわりのように 鮮やかに揺れてる 過ぎ去った季節に 置き忘れた時間を もう一度つかまえたい  誰もが胸の奥に秘めた 迷いの中で 手にしたぬくもりを それぞれに抱きしめて 新たなる道を行く  誘惑に彩られた 一度だけの誤ちを 今も君は許せぬまま 暮らす毎日  冷たい風に吹かれて たたずむマテリアルワールド 立ち止まる cross road さまよう winding road 傷つけずには愛せない  遠く想い焦がれて はりさけそうな夜も この手に受け止める つかの間の悲しみは やがて輝く未来へと You might also like抱き合う度にいつも 二人歩んだ日々の 答えを探してきたけど 崩れてく音もたてずに 果たせぬままの夢  誰もが胸の奥に秘めた 迷いの中で 手にしたぬくもりを それぞれに抱きしめて 新たなる道を行く  遠く想い焦がれて はりさけそうな夜も この手に受け止める つかの間の悲しみは やがて輝く未来へと続くEmbed,Sadness
Brand New Planet,Mr.Children,1 ContributorBrand New Planet LyricsMr.Children 「Brand New Planet」の歌詞  立ち止まったら そこで何か 終わってしまうって走り続けた でも歩道橋の上 きらめく星々は 宇宙の大きさでそれを笑っていた  静かに葬ろうとした 憧れを解放したい 消えかけの可能星を見つけに行こう 何処かでまた迷うだろう でも今なら遅くはない 新しい「欲しい」まで もうすぐ  ねぇ 見えるかな？ 点滅してる灯りは離陸する飛行機 いろんな人の命を乗せて 夢を乗せて 明日を乗せて  遠い町で暮らしたら 違う僕に会えるかな?  頭を掠める現実逃避 さぁ 叫べ Les Paulよ いじけた思考を砕け 新しい「欲しい」まで もうすぐ You might also likeさようならを告げる詩 この世に捧げながら 絡みつく憂鬱にキスをしよう 何処かできっと待ってる その惑星(ほし)が僕を待ってる  この手で飼い殺した 憧れを解放したい 消えかけの可能星を見つけに行こう 何処かでまた迷うだろう でも今なら遅くはない 新しい「欲しい」まで もうすぐ 新しい「欲しい」まで もうすぐEmbed,Anticipation
コロンブス (Columbus),Mrs.GREEN APPLE,"7 ContributorsTranslationsEnglishRomanizationコロンブス (Columbus) Lyrics[Mrs. GREEN APPLE「コロンブス」歌詞]  [Intro] いつか僕が眠りにつく日まで  [Verse 1] 気まぐれにちょっと 寄り道をした500万年前 あの日もやっぱ君に言えなかった  [Verse 2] 偉大な大発明も 見つけた細胞も 海原に流れる 炭酸の創造  [Chorus] いつか僕が眠りにつく日の様な 不安だけど確かなゴールが 意外と好きな日常が 渇いたココロに注がれる様な ちょっとした奇跡にクローズアップ 意味はないけど まだまだまだ気づけていない 愛を飲み干したい 今日も You might also like[Post-Chorus] Tu-ru-ru-tu Tu-ru-ru-tu Tu-ru-ru-tu Tu-tu-tu tu-ru-ru-tu Tu-ru-ru-tu Tu-ru-ru-tu Tu-ru-ru-tu Tu-tu-tu tu-ru  [Verse 3] 「ごめんね」 それは一番難しい言 大人になる途中で 僕は言えなかった  [Verse 4] 文明の進化も 歴代の大逆転も 地底の果てで聞こえる コロンブスの高揚  [Chorus] いつか君が乗り越える寂しさの様な 平等な朝日と夜空 胃が痛くなる日常が 渇いたココロをしゃんとさせる様な ちょっとした美学にクローズアップ 意味しかないけど まだまだまだ傷つけてしまう 哀に教わってる 今日も [Bridge] あなたとの相違は 私である為の呪いで 卑屈は絶えないが そんな自分を 本当は嫌えない あぁ 愛すべき名誉の負傷が 盛大に祝われる微妙が 大切な様な  [Chorus] 何処かへ続いて 不安だけど確かなゴールが 意外と早い日常が 渇いたココロに注がれる様な ちょっとした遊びにクローズアップ 繋がり合うでしょう ただ ただ ただ くたばるまで あなたと 飲み干したい 今日を  [Post-Chorus] Tu-ru-ru-tu Tu-ru-ru-tu (Woah) Tu-ru-ru-tu Tu-tu-tu tu-ru-ru [Outro] “君を知りたい” まるでそれは探検の様な 誰も知り得ない 優しい孤独にそっと触れる様な “君を知りたい” まるでそれはオーロラの様な 未だ知り得ない 素晴らしい絶景に やっと辿り着いた様な ほら また舟は進むんだ 出会いや別れを繰り返すんだ 潤んだ瞳の意味を生かすには まず1個 宝箱を探すんだEmbed",Anticipation
ナハトムジーク (Nachtmusik),Mrs.GREEN APPLE,7 ContributorsTranslationsEnglishRomanizationナハトムジーク (Nachtmusik) Lyrics[Mrs. GREEN APPLE「ナハトムジーク」歌詞]  [Verse 1] 胸の痛み 喉を伝い 聲にならない 夜の帷 優しくいたい 素直でも在りたいのに 僕らはヘタクソに生きてる  [Pre-Chorus] 駄目でもいい？ 弱くていい？ 教えてよ  [Chorus] 抱きしめる 幾通り いつも通り 強く酷く 触れ合えばわかるから 愛されたいのに いつも通り 間違いばかりの今日をまず愛そうか あゝ理想だ  [Verse 2] 狂おしく頬を擦り寄せて歌を唄う 暗闇の中の光が傷跡に染みるが 矛盾こそ生き抜く為の美だ You might also like[Chorus] 抱きしめてあげてね 虚ろな日々でも 乱した呼吸を整えて ほら 「愛されたい」は報われるかな？ 手を取り 微弱な風に揺られて 無茶苦茶なこの世界を愛そうか  [Bridge] 塵みたいなもんでしょう 勝手に積んできたんでしょう？ いつの日か崩れても 誰のせいでもないよ 歩くのが疲れたの？ むしろ正常でしょう？ 全て無駄に思えても 君は正しいんだよ 「研ぎ澄まして」  [Chorus] 抱きしめる 幾通り いつも通り 強く柔く 確かなものじゃ無いから 触れ合えど 釦はズレていきますが 愛したい 最期まで信じたい 見事さ [Outro] また間違えて 履き違えてく 不器用な 愛しいボンクラ 等しい僕らEmbed,Anticipation
インフェルノ (Inferno),Mrs.GREEN APPLE,9 ContributorsTranslationsEnglishRomanizationインフェルノ (Inferno) Lyrics​[Mrs. GREEN APPLE「インフェルノ」歌詞]  [Verse 1] 照らすは闇 僕らは歩き慣れてきた日々も淘汰 夢は安泰な暮らしだが 刺激不足故にタラタラ 照らすは熄み 僕らの歩き慣れていた道はどこだ 時はたまに癪だが 温もりに包まれ只  [Pre-Chorus] 炎が立つ 導の方へ 思い出すは優しいメロディー  [Chorus] 永遠は無いんだと 無いんだと云フ それもまたイイねと笑ってみる 輝けばいつかは光も絶える 僕らは命の火が消えるその日まで歩いてゆく  [Verse 2] ところで何故 僕らは思考を急に辞めているんだ 夢は安泰な暮らしだが 知識不足故にハラハラ 食せば yummy ヨスガに縋り付いたまま朽ちて行くんだ ここは業火の中だが 傷跡がヒリつき只 You might also like[Pre-Chorus] 水面が立つ 光の方へ 手を取るは新しいメモリー 夜空が分かつ 導の方へ 遮るは堅苦しいセオリー  [Chorus] 永遠は無いんだと 無いんだと云フ やっぱ苦しいねと泣いてみる 風船もいつかは萎むか割れる 僕らは命の泉を護り続けて繋いでゆく  [Bridge] 学びきれずに卒業 伝えきれずに失恋 遊びきれずに決別 面倒臭いが 地獄じゃあるまいし  [Chorus] 音が出る玩具も 痛みを飛ばす魔法も 全部僕にとっての宝物 永遠は無いんだと 無いんだと云フ 僕らは命の火が消えるその日まで歩いてゆく2Embed,Sadness
ライラック (Lilac),Mrs.GREEN APPLE,5 ContributorsTranslationsRomanizationライラック (Lilac) Lyrics[Mrs. GREEN APPLE「ライラック」歌詞]  [Verse 1] 過ぎてゆくんだ今日も この寿命の通りに 限りある数字が減るように 美しい数字が増えるように  [Verse 2] 思い出の宝庫 古いものは棚の奥に 埃を被っているのに 誇りが光って見えるように  [Pre-Chorus] されど By my side 不安 喝采 連帯 濁ったりの安全地帯 グワングワンになる 朝方の倦怠感 三番ホーム 準急電車  [Chorus] 青に似た すっぱい春とライラック 君を待つよ ここでね 痛みだす人生単位の傷も 愛おしく思いたい 探す宛ても無いのに 忘れてしまう僕らは 何を経て 何を得て 大人になってゆくんだろう You might also like[Verse 3] 一回だけのチャンスを 見送ってしまう事が無いように いつでも踵を浮かしていたい だけども難しいように  [Verse 4] 主人公の候補 くらいに自分を思っていたのに 名前も無い役のような スピンオフも作れないよな  [Pre-Chorus] たかが By my side くだらない愛を歌う際 嘘つきにはなりたくない ワサワサする胸 朝方の疎ましさ ズラして乗る 急行電車  [Instrumental Interlude]  [Bridge] 影が痛い 価値なんか無い 僕だけが独りのような 夜が嫌い 君が嫌い 優しくなれない僕です 光が痛い 希望なんか嫌い 僕だけ置いてけぼりのような 夜が嫌い 一人が怖い 我儘が拗れた美徳 [Pre-Chorus] 不完全な思いも 如何せん大事にしたくて 不安だらけの日々でも 愛してみる 感じた事のない クソみたいな敗北感も どれもこれもが僕を つき動かしてる  [Chorus] 鼓動が揺らすこの大地とハイタッチ 全て懸けた あの夏も 色褪せはしない 忘れられないな 今日を生きる為に 探す宛ても無いのに 失くしてしまう僕らは 何のために 誰のために 傷を増やしてゆくんだろう 雨が降るその後に 緑が育つように 意味のない事は無いと 信じて 進もうか 答えがない事ばかり だからこそ愛そうとも [Outro] あの頃の青を 覚えていようぜ 苦味が重なっても 光ってる 割に合わない疵も 認めてあげようぜ 僕は僕自身を 愛してる 愛せてるEmbed,Sadness
ニュー・マイ・ノーマル (New My Normal),Mrs.GREEN APPLE,"7 ContributorsTranslationsRomanizationニュー・マイ・ノーマル (New My Normal) Lyrics[Mrs. GREEN APPLE「ニュー・マイ・ノーマル」歌詞]  [Verse 1] エンドレス鳴り止まない 酸いも甘いも引っ掻き傷も愛して 足りない何かを今も待ち侘びてます 汚れてしまう前に大事に壊せますか? 変わらないものだけを今は数えている  [Chorus] いつもあなたに伝えたくても 言葉に出来ない私です きっとそれは幸せの悪戯で 今日もありがとうがシャイな様です  [Verse 2] キリが無い迷い達と ポピュラーミュージック 僕らの真実を抱いて 枯れない何かをこの先も探していたい 抱きしめすぎる前に僕はいつか気付けますか? 変われないところだけを今は数えてしまう  [Chorus] いつもは痛い胸らへんが 今日はなんだか高鳴ってる 休みは何しようかな映画でも観ようかな そんな調子で生きろエヴリデイ You might also like[Verse 3] 人間の数だけすれ違いが起きていて たまに嫌になる 椅麗なままで擦れることなく自由でいて そうすればきっと 巡りあえる  [Bridge] ロマンスの香りに誘われて出会って 恋をまた知って 愛に怒られて 優しさを食べて 田んぼ道も走って 未だ見ぬ思い出 期待だけはさせてね  [Post-Bridge] いつもあなたに伝えたくても 言葉に出来ない私です  [Chorus] きっとそれは幸せの悪戯で 今日もありがとうがシャイな様です 私色で彩って 誰とも比べないスタンスで ある日突然花が咲いたらラッキー そんな調子で生きろエヴリデイ  [Outro] 明日を超えていかなきゃいけない (言えない上手くは言えないだからこそ) 笑っていたいよね 手を取ってる実感が欲しい (You and I you and I you and I あなたもね) みんなそうよねEmbed",Anticipation
Dear,Mrs.GREEN APPLE,"2 ContributorsDear Lyrics[Mrs. GREEN APPLE「Dear」歌詞]  [Verse 1] 扉の先には 何があるかわからないけど 誰かがきっと貴方を待ってる  [Verse 2] 目の前の今日へ 踏み出す勇気も無いけど 振り返ってみれば 足跡は続いているから  [Chorus] 左胸の鼓動を感じてる 右の脳で君を愛してる 両の手で誰かに触れて 私は今日も生きてる  [Post-Chorus] Bye 時の流れに任せて Smile 貴方の宝物よ 9月の花の色に準(なぞら)えて 強く誓う 愛したい  [Verse 3] 涙も枯れてしまう 哀しみを食らう日もあるけど 貴方はきっと強さも持ってる You might also like[Verse 4] 「生きていけない」 無気力な私を「無価値」だと思っても 立ち止まって見れば 風をまた感じられるから  [Pre-Chorus] 気持ちは周る 螺旋階段のように 鳥が羽ばたく様には行かずとも 時代は変わっていく  [Chorus] 幼さでパンを作って 大人びてジャムを塗ろう いつかまた机を囲んで 懐かしい話をしよう  [Post-Chorus] 左胸の鼓動が止まるまで ちゃんとこの世界を愛したい 両の腕で誰かが抱きしめてくれるまで 今日も生きてる  [Bridge] 無くしたものを探す 道が廃れていようとも 誰かを失うのも人生の一部と 呼ばなきゃいけないなら [Pre-Chorus] どうか 左胸の鼓動を感じてる 右の脳で明日を夢見てる 小さな掌の中で 私は夢を握ってる  [Chorus] 幼さでパンを作って 大人びてジャムを塗ろう いつかきっと出逢う 貴方を探してる  [Post-Chorus] Hi hi hi 時の行方に任せて (Ooh) Smile smile smile 不安も味方にしてさ (Ooh) ターコイズの光の奇跡を纏って 「強く誓う愛みたい」  [Outro] 壊れそうな場合 私の肩に寄りかかってさ お互い甘えてみましょう さぁ 次は何処へ行こうか ここに記す 貴方へEmbed",Anticipation
僕のこと (Boku no Koto),Mrs.GREEN APPLE,2 Contributors僕のこと (Boku no Koto) LyricsMrs. GREEN APPLE「僕のこと」の歌詞  僕と君とでは何が違う？ おんなじ生き物さ　分かってる でもね、僕は何かに怯えている みんなもそうならいいな  がむしゃらに生きて誰が笑う？ 悲しみきるには早すぎる いつも僕は自分に言い聞かせる 明日もあるしね。  ああ　なんて素敵な日だ 幸せと思える今日も 夢敗れ挫ける今日も ああ　諦めず足宛いている 狭い広い世界で 奇跡を唄う  僕らは知っている 空への飛び方も 大人になるにつれ忘れる 限りある永遠も 治りきらない傷も 全て僕のこと 今日という僕のこと You might also like得ては失う日々　意味はある？ 伝わることのない想いもある だから僕は時々寂しくなる みんなもそうなら 少しは楽かな 僕だけじゃないと 思えるかな  ああ　なんて素敵な日だ 誰かを好きでいる今日も 頬濡らし眠れる今日も ああ　嘆くにはほど遠い 狭い広い世界で 僕らは唄う  冬に咲く花に 命が芽吹くよ 駆けるは　雪の大地 青すぎた春を 忘れずに居たいと 語るは　友との地図 駆けるは　人の旅路  僕らは知っている 奇跡は死んでいる 努力も孤独も 報われないことがある だけどね それでもね 今日まで歩いてきた 日々を人は呼ぶ それがね、軌跡だと ああ　なんて素敵な日だ 幸せに悩める今日も ボロボロになれている今日も ああ　息をして足宛いている 全て僕のこと  あの日の僕らのこと  僕と君とでは何が違う？ それぞれ見てきた景色がある 僕は僕として、いまを生きてゆく とても愛しい事だ5Embed,Anticipation
ダンスホール (Dance Hall),Mrs.GREEN APPLE,5 ContributorsTranslationsRomanizationダンスホール (Dance Hall) Lyrics[Mrs. GREEN APPLE「ダンスホール」歌詞]  [Intro] いつだって大丈夫 この世界はダンスホール 君がいるから愛を知ることがまた出来る 「大好き」を歌える  [Verse 1] 知らぬ間に誰かいる それに甘え過ぎてる 何処かできっと僕のことを 恨んでる人がいる  [Pre-Chorus] ため息を吐いて吸って吸って吐かれては 幸せを見逃しちゃうけど きっと結構ありがち 足元にあるもの  [Chorus] いつだって大丈夫 この世界はダンスホール 君がいるから愛を知ることがまた出来る 今日もほら陽が昇る 時代が周るダンスホール 悲しいことは尽き無いけど 幸せを数えてみる You might also like[Verse 2] 夢を追う君がいる でもたまに自信を無くして見える 誰かになんと言われようとも 君はそのままがいい  [Pre-Chorus] メンタルも成長痛を起こすでしょう 「無理をせず自分らしくいて｣ それが出来たら悩んでないよ まぁ明日こそ笑おう  [Chorus] 結局は大丈夫 この世界はダンスホール 君の隣で愛を精一杯に探したい 今日もまた怒られる 気持ちの穴がポンっと増える 不器用だけど笑ってもらえるように笑う  [Instrumental Bridge]  [Chorus] いつだって大丈夫 この世界はダンスホール 楽しんだもん勝ちだ ダンスホール また陽が昇る 時代が周るダンスホール 足が疲れても踊る [Outro] 結局は大丈夫 この世界はダンスホール あなたが主役のダンスホール You know? その笑顔が僕だけの太陽 君が笑える為のダンスホール この愛を歌い続けるEmbed,Anticipation
慶びの種 (Yorokobi no Tane),Mrs.GREEN APPLE,2 Contributors慶びの種 (Yorokobi no Tane) Lyrics​[Mrs. GREEN APPLE「慶びの種」の歌詞]  夜が来ると不安になってさ 朝が来ると忘れちゃって 所詮僕の悩みなんかは 日の光で助かるんだもん  案外いつも答えってやつは いつも近くに隠れててさ 怖いなら叫べばいい 何も恐れることはないよ 信じれないなら信じなきゃいい 空が晴れるのを待てばいい  いつかきっと分かるんだろう いろんなことを気づいちゃうのだろ う 案外いつも幸せはさ ずっと近くにあるのにさ 流れる汗はいつか こぼれる涙はいつか あふれる笑顔はいつか 大事な大事なものになるよ 大事な大事なものになるよYou might also likeEmbed,Anticipation
青と夏 (Ao to Natsu),Mrs.GREEN APPLE,4 ContributorsTranslationsRomanization青と夏 (Ao to Natsu) Lyrics[Mrs. GREEN APPLE「青と夏」歌詞]  涼しい風吹く 青空の匂い 今日はダラッと過ごしてみようか  風鈴がチリン ひまわりの黄色 私には関係ないと 思って居たんだ  夏が始まった 合図がした “傷つき疲れる”けどもいいんだ 次の恋の行方はどこだ 映画じゃない 主役は誰だ 映画じゃない 僕らの番だ  優しい風吹く 夕焼けの「またね」 わかっているけどいつか終わる  風鈴がチリン スイカの種飛ばし 私にも関係あるかもね You might also like友達の嘘も 転がされる愛も 何から信じていいんでしょうね 大人になってもきっと 宝物は褪せないよ 大丈夫だから 今はさ 青に飛び込んで居よう  夏が始まった 恋に落ちた もう待ち疲れたんだけど、どうですか？？ 本気になればなるほど辛い 平和じゃない 私の恋だ  私の恋だ  寂しいな やっぱ寂しいな いつか忘れられてしまうんだろうか それでもね 「繋がり」求める 人の素晴らしさを信じてる 運命が突き動かされてゆく 赤い糸が音を立てる 主役は貴方だ 夏が始まった 君はどうだ 素直になれる勇気はあるか この恋の行方はどこだ 映画じゃない 愛しい日々だ  恋が始まった 合図がした 今日を待ちわびた　なんて良い日だ まだまだ終われないこの夏は 映画じゃない 君らの番だ 映画じゃない 僕らの青だ  映画じゃない 僕らの夏だEmbed,Anticipation
表裏一体 (Hyouriittai),ゆず,1 ContributorTranslationsRomanizationEnglishFrançais表裏一体 (Hyouriittai) Lyrics[ゆず「表裏一体」歌詞]  [Intro] Woo-woo-woo-woo Woo-woo-woo-woo  [Verse 1] 朝をむさぼり 夜を吐き出し 生かんとする 我が性[さが] 沸き立つ この感情は 白か 黒か  [Verse 2] 目指す未来と 置いてけぼりにしてきた過去 ねじれながら ぐるぐると つながっている  [Pre-Chorus] 過ぎゆく螺旋に 目を細めて 不思議な夢から 身を乗り出した  [Chorus] 表裏一体 指で弾くコインが 宙[そら]に舞う 僕はいったい どっちの結末 願う 表裏一体 光 輝くほど 濃くなる 影 ならば どこへと 向かってゆく 重なった二つの未来 You might also like[Interlude] Woo-woo-woo-woo Woo-woo-woo-woo  [Verse 3] 偶然を騙[かた]る 必然 つながる 分かれ道 どこまでも いつまでも ついてくる 影 飲み込むのか 照らしだすのか 抗[あらが]うのか 全てを赦[ゆる]すのか 光 暗闇 愛情 憎悪 同じ根を持つ 強い感情  [Pre-Chorus] 記憶の彼方に 手を伸ばして 君のいる場所へと そっと誘[いざな]って  [Chorus] 表裏一体 やがて全て消えゆく定めと知った 故に絶対 この手だけは離さない 盛者必衰 赤に染まる 浅緋[うすあけ]色の衝動 鎖を 断ち切って 目覚める 今 見るんだ 確かな 世界 [Bridge] 陰と陽のはざまで 鼓動だけを 聴いている 点と線よ 繋がれ 失った日々のレクイエム  [Chorus] 表裏一体 指で弾くコインが 宙[そら]に舞う 僕はいったい どっちの結末 願う 表裏一体 光 輝くほど 濃くなる 影 消せない 過去さえ 瞳そらさない  [Post-Chorus] 消え逝[ゆ]く螺旋に 目を凝らして 交差した光と影 一瞬の瞬[まばた]き いっそこのままに 時を綴[と]じて 重なった二つの未来  [Outro] Woo-woo-woo-woo Woo-woo-woo-woo Woo-woo-woo-woo Woo-woo-woo-wooEmbed,Sadness
